seriesuid,coordX,coordY,coordZ,probability
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-137.7755001,6.198451305,-252.1958334,4.46834e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,86.8,75.5,-225.18,2.60391e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,37.86877816,60.1248214,-187.9101353,1.13357e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,97.11773331,1.509144221,-227.7004792,4.13303e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,40.64,-159.77,-131.18,2.71321e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,81.21,-11.47,-111.45,7.46762e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,64.8,24.37,-128.37,3.49538e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,33.16,-70.34,-230.99,0.94729
1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509,-39.71725739,113.8420305,-184.2531384,3.35456e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,-96.28,61.315,-181.535,8.67748e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,79.39232347,97.36896161,-140.6492369,1.64143e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-42.51817206,2.170874182,-220.0291041,9.39909e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-104.3245414,86.81556858,-317.5208856,4.23505e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,14.17,197.75,-638.72,4.55791e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682,28.6,-54.32,-130.06,6.58786e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,107.7,11.3,-263.82,5.18426e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,-98.72002859,69.00049979,-236.0304257,1.40699e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,-97.30696992,72.45878161,-71.52121234,1.77288e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,39.56,-153.54,-162.11,2.03078e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,64.3,18.3,-163.45,2.67391e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,-96.01112125,29.20594757,-137.713376,5.41075e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,67.99646039,72.35878161,-147.0090911,1.01401e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,90.36,-185.64,-212,0.000578266
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,-80.43,-52.13,-165.67,2.02781e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.202811684116768680758082619196,34.79,-66.96,-133.22,8.51011e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,78,-142.85,-155.96,5.80834e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,42.93,73.97,-120.5,0.0949617
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-68.08259358,77.03300955,-246.1153624,4.34329e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,51.90956661,21.82303376,-216.5232865,6.32359e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,62.19,-56.43,-158.65,6.13574e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,-33.49375,71.328125,-153.5,7.05023e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,-71.29759382,100.66256,1645.702907,3.40919e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059,-70.7,27.37,-107.08,2.16055e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,-102.6787897,215.9254735,-283.3647371,8.39044e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,34.54016785,41.76606887,-81.98856107,1.99087e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,-37.12,-3.52,-134.99,5.02776e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,59.09,182.13,-494.24,1.04058e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,-46.42598758,-25.06864427,-149.254578,1.68238e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,-77.86,139.58,1740.46,1.55207e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-60.29,86.25,-130.25,8.8075e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,77.5,-102.6,-199.1,3.27963e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,-5.75,-62.975,-103.465,0.000346523
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-103.5271975,30.49678499,-193.3530922,6.91169e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,-82.7494184,34.18274978,-95.04204567,0.440541
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,-114.7,-4.25,-153.67,9.54785e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,134.58,24.08,-264.83,1.10722e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,-19.17,53.88,-120.28,1.41369e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,-79.83289445,-7.376288787,-151.8573586,1.4613e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,73.28,-38.09,130.32,2.63045e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,10.15803824,37.84096132,-193.3403079,5.85521e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,-65.01280249,-7.862258653,-157.4123036,0.000513037
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,-87.275,106.965,-461.085,2.28635e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,-42.23,192.51,-607.3,1.49661e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,84.86,-40.61,-211.23,2.84632e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,45.77904843,82.77330248,-205.7351353,1.88918e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,36.52,-154.43,-281.88,1.06648e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.280972147860943609388015648430,-41.91810537,39.85577717,-106.624227,1.35836e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,-4.237064732,83.42473052,-117.6108566,2.86228e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,31.04,-16.55,-61.98,9.49914e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,-38.95,3.65,-189.1,1.31387e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,50.86,72.47,-212.53,7.30436e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,-21.88625517,131.9000105,-695.4358258,9.59231e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,89.31,158.99,-386.48,4.3231e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,-12.21,256.47,-679.82,2.4613e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,-53.5430685,23.0142605,115.465,0.000236968
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,41.60652479,-0.464808558,-212.0114585,3.42058e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,133,-46.27,-174.85,3.04598e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,-58.71705476,147.0758483,-710.298485,0.00156687
1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,-16.74873825,-20.14812734,-144.9693773,1.16706e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,-77.36,165.79,-592.63,0.00132284
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-31.89127664,-154.3449181,-208.193918,2.11765e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,94.62,-72.14,-156.47,5.31617e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,-57.36282436,-45.88394932,-91.7031426,1.7227e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,116.877197,120.4602171,-632.9940476,1.09721e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,90.62129992,-29.90191576,137.5443521,0.00160015
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,71.57,79.99,-179.78,2.02255e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,-86.17263729,-55.1857946,76.1724717,5.38445e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,97.58412381,53.66543079,-111.065194,0.000978566
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,87.12,-156.71,-179.95,0.00490723
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,-52.47,-39.12,-137.43,0.000136999
1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097,55.1,146.47,-417.24,3.07806e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682,54.64045783,36.52794662,-130.0585515,5.13526e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,56.72,-135.29,-270.49,0.41937
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,-42.54,20.18,-66.89,1.52768e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,-101.0309399,81.85487675,-253.4518983,4.91424e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-28.5,226,-570.98,0.000602096
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,97.2,-38.74,-147.75,1.06579e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,52.92,53.68,-130.06,8.87544e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-98.88,-61.43,-126.39,4.7108e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304,-76.4,1.31,-167.01,1.47258e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,53.8,78.75,-156.75,2.65494e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,68.63,19.31,-154.45,4.20261e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-87.41,67.77,-151.85,1.58256e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,17.21,-64.43,-141.02,2.44615e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,107.9502171,-54.05290967,-181.8302142,0.000290036
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,1.59,40.41,-183.43,0.00118236
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,-53.24,-216.53,-216.49,7.15511e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-123.05,27.27,-220.48,1.28275e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,96.00875949,-12.45516868,-150.8094444,1.55604e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,-92.9,-9.6,123.7,6.87439e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,80.22748453,-49.68100699,-140.5213561,1.95985e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,102.46,11.69,-118.78,0.0115532
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,8.142007686,106.7456356,-156.91142,0.000123933
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,84.69250503,-53.72426335,-304.1444739,0.000322452
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,94.96,-110.23,-277.49,5.31388e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,-57.68,231.1,-390.23,1.68786e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,38.2,55.5,-72.84,3.36427e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,-100.33,-38.81,-177.78,2.647e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,-59.45,-11.08,-212.17,5.83868e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-21.64615385,36.21909341,-134.6571703,8.68002e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,46.48,4.07,143.91,1.1226e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,71.17,-7.94,-106.04,3.67423e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,-56.49,22.4,-150.77,4.07045e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,-52.2126246,176.3717037,-347.9807519,6.77459e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,11.53,-161.02,986.1,0.000195294
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,21.59,194.14,-609.35,5.69344e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,-29.02,33.515,-145.2,3.54073e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,35.36,-108.67,-143.12,8.06664e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,34.665,177.11,-618.47,0.000192352
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-62.66,4.14,-257.86,0.000129079
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-66.36046297,-151.34907,-123.3267444,2.77472e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,79.78,197.17,-541.49,1.06546e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,63.46,241.05,-680.52,0.000326957
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-109.08,-98.04,-205.05,1.16252e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-11.81,107.35,-578.73,7.86288e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,40.38,21.92,-85.49,4.77864e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,108.28,-14.35,-230.12,3.55283e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-77.53,-23.33,-83.46,2.56693e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,59.38,42.32,-51.01,0.00157458
1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,125.0984511,32.24103253,-257.4097347,1.64234e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,100.69,20.92,-105.64,9.88612e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,-91.1503079,-118.383203,-178.7933569,2.55483e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,-43.23,86.72,-269,0.00054176
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,-47.52,33.62,-42.79,1.2238e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,-74.83,146.43,-183.75,4.50935e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,86.66109211,61.20790749,-108.6153848,2.42959e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-66.8521388,-15.45404524,-207.528509,9.53838e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,10.66,19.69,-232.7,8.27296e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,73.045,-195.85,-153.745,2.51513e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.313605260055394498989743099991,-73.08160021,77.32339977,-159.8240002,0.00047336
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,-72.03,63.74,-305.23,3.72342e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,78.6875,187.8125,-744.099976,7.26123e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.303421828981831854739626597495,52.03,76.28,1565.76,7.55675e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,-104.4558608,28.44009006,-283.6636067,6.05834e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,30.25559459,61.4836005,-176.4475206,5.83017e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,55.02,-108.69,-262.09,2.96458e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,120.1979763,20.59530728,-86.00746835,4.81601e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,-42.6,164.65,-366.32,1.11034e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,-31.41,-24.21,-95.86,1.51881e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748,41.62,20.71,-216.54,3.45523e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,45.1,11.9,-88.7,2.6228e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,-59.85336811,40.51190078,-166.417608,0.00052267
1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,-98.48,22.56,-223.62,1.49524e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-109,68.6,-152.38,3.65863e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,-61.10702449,109.1193168,-190.7235135,2.13572e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,-84.42,11.1,-151.16,0.00731788
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,68.2,124.63,-119.66,7.56354e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,132.14,14.65,-294.38,1.81659e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,48.09,-80.83,-158.64,5.16881e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,66.38,-60.14,-218.73,4.18447e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,5.36,-217.19,1107.9,1.09323e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,70.67,215.28,-570.36,0.000299802
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,-58.92,13.6,-81.8,0.000173958
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,-73.95,-172.45,-189.66,0.000736746
1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,63.07,-119.81,-122.76,3.17642e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,59.92,105.46,-684.53,6.09792e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,23.42,-29.93,-51.53,3.46285e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,-74.03,-84.95,-246.89,3.10986e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,87.5113632,60.55805465,-160.6600612,1.83393e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.277445975068759205899107114231,99.12689978,-92.06466688,-180.7166669,4.04705e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509,97.65172705,-16.66927598,-110.7615154,5.34953e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,77.2,42.98,-82.32,3.30977e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,99.355,61.02,-213.965,2.20668e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-144.777793,62.74629199,-168.3141899,5.31263e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,55.06,44.515,-103.825,5.45841e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,-32.32,-8.4,-117.56,4.61258e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,43.32,19.61,-173.1,6.27027e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,67.44,-116.45,-194.58,1.19861e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,-17.59651092,38.98374205,-135.0948997,3.26112e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,-69.02946669,85.95999234,-164.8392113,5.2683e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-65.71294063,73.76509954,-256.9794919,8.30471e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,-70.83,-126.56,-306.05,4.98112e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,-46.75770326,167.5979389,-283.358726,1.81753e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.716498695101447665580610403574,-76.99,-87.59,-182.59,3.38645e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,76.48,-170.79,-266.49,6.78852e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,-40.81,-20.54,-38.11,3.82415e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,41.69,27.68,70.87,5.39319e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,-49.966754,-106.958902,-238.80082,8.43472e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,70.33482358,49.90015068,-122.4862109,3.44146e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,82.54,6.25,-96.5,1.78027e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720,39.34288508,45.20198138,-239.2781482,0.00303879
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-112.3068836,20.07312064,-257.6030122,5.70479e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,74.54,-117.46,-257.49,4.10045e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,-110.2426925,27.14522671,-207.4989425,6.79045e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,19.42,-58.03,-123.93,2.0884e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,77.27318832,199.0764021,-462.6201152,5.12671e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509,-21.17861295,56.08358596,-175.1352329,1.33946e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,-106.8717676,70.09753915,-234.6729046,1.65052e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,66.81895717,185.569732,-599.3784155,1.08896e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,64.88663384,-13.06580659,-157.6312768,3.49356e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,127.647119,36.31589979,-255.0871525,0.000318944
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,-130.99,-163.08,-296.49,7.09025e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,6.62,257.67,-838.37,1.45407e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,-37.73,141.27,-489.73,5.99535e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,-69.01,244.65,-633.62,9.08072e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,43.92017756,92.983722,-192.7194447,0.000126712
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,41.76,-151.62,-141.34,2.60463e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,-34.27431813,164.5215091,-568.6786976,0.00954818
